Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2003 [YR2003],2006 [YR2006],2009 [YR2009],2012 [YR2012],2015 [YR2015],2018 [YR2018]
Mali,MLI,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,3.04879665374756
Malta,MLT,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,9.96637439727783
Marshall Islands,MHL,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,4.87941694259644
Mauritania,MRT,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,3.89531898498535
Mauritius,MUS,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,..
Mexico,MEX,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,8.71205139160156
"Micronesia, Fed. Sts.",FSM,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,5.97188091278076
Moldova,MDA,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,8.04489231109619
Monaco,MCO,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,..
Mongolia,MNG,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,9.1778450012207
Montenegro,MNE,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,8.55782127380371
Morocco,MAR,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,5.85772180557251
Mozambique,MOZ,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,..
Myanmar,MMR,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,6.56788396835327
Namibia,NAM,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,..
Nauru,NRU,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,..
Nepal,NPL,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,..
Netherlands,NLD,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,11.6653747558594
New Caledonia,NCL,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,..
New Zealand,NZL,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,11.1735410690308
Nicaragua,NIC,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,6.54145812988281
Niger,NER,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,2.92918610572815
Nigeria,NGA,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,5.09001493453979
North Macedonia,MKD,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,6.64861392974854
Northern Mariana Islands,MNP,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,..
Norway,NOR,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,11.092267036438
Oman,OMN,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,8.20018100738525
Pakistan,PAK,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,5.35901117324829
Palau,PLW,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,7.9611759185791
Panama,PAN,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,6.79558038711548
Papua New Guinea,PNG,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,6.13268423080444
Paraguay,PRY,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,7.05196571350098
Peru,PER,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,8.55131912231445
Philippines,PHL,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,7.98316478729248
Poland,POL,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,11.4160194396973
Portugal,PRT,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,11.649881362915
Puerto Rico,PRI,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,..
Qatar,QAT,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,8.36434745788574
Romania,ROU,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,8.48689937591553
Russian Federation,RUS,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,11.7211236953735
Rwanda,RWA,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,3.70426917076111
Samoa,WSM,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,6.30175876617432
San Marino,SMR,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,..
Sao Tome and Principe,STP,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,..
Saudi Arabia,SAU,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,7.47254037857056
Senegal,SEN,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,4.61424779891968
Serbia,SRB,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,11.1363334655762
Seychelles,SYC,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,..
Sierra Leone,SLE,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,4.65239191055298
Singapore,SGP,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,12.8658990859985
Sint Maarten (Dutch part),SXM,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,..
Slovak Republic,SVK,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,10.0338258743286
Slovenia,SVN,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,11.4347047805786
Solomon Islands,SLB,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,4.77235412597656
Somalia,SOM,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,..
South Africa,ZAF,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,5.3231463432312
South Sudan,SSD,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,..
Spain,ESP,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,10.5819721221924
Sri Lanka,LKA,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,..
St. Kitts and Nevis,KNA,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,8.20849227905273
St. Lucia,LCA,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,7.84580230712891
St. Martin (French part),MAF,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,..
St. Vincent and the Grenadines,VCT,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,7.49322652816772
Sudan,SDN,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,4.28337383270264
Suriname,SUR,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,..
Sweden,SWE,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,11.5991678237915
Switzerland,CHE,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,11.128888130188
Syrian Arab Republic,SYR,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,..
Tajikistan,TJK,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,7.94444513320923
Tanzania,TZA,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,4.33231830596924
Thailand,THA,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,8.69326972961426
Timor-Leste,TLS,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,6.03438806533813
Togo,TGO,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,5.8188304901123
Tonga,TON,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,6.41959953308105
Trinidad and Tobago,TTO,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,..
Tunisia,TUN,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,5.98687982559204
Turkey,TUR,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,8.84084892272949
Turkmenistan,TKM,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,..
Turks and Caicos Islands,TCA,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,..
Tuvalu,TUV,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,5.53873586654663
Uganda,UGA,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,..
Ukraine,UKR,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,10.0858783721924
United Arab Emirates,ARE,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,9.63092231750488
United Kingdom,GBR,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,11.425371170044
United States,USA,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,10.728461265564
Uruguay,URY,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,8.42920398712158
Uzbekistan,UZB,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,..
Vanuatu,VUT,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,5.22655582427979
"Venezuela, RB",VEN,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,..
Vietnam,VNM,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,10.2907304763794
Virgin Islands (U.S.),VIR,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,..
West Bank and Gaza,PSE,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,7.42366933822632
"Yemen, Rep.",YEM,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,4.52334213256836
Zambia,ZMB,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,..
Zimbabwe,ZWE,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,..
Africa Eastern and Southern,AFE,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,..
Africa Western and Central,AFW,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,..
Arab World,ARB,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,..
Caribbean small states,CSS,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,..
Central Europe and the Baltics,CEB,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,..
Early-demographic dividend,EAR,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,..
East Asia & Pacific,EAS,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,..
East Asia & Pacific (excluding high income),EAP,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,..
East Asia & Pacific (IDA & IBRD),TEA,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,..
Euro area,EMU,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,..
Europe & Central Asia,ECS,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,..
Europe & Central Asia (excluding high income),ECA,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,..
Europe & Central Asia (IDA & IBRD),TEC,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,..
European Union,EUU,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,..
Fragile and conflict affected situations,FCS,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,..
Heavily indebted poor countries (HIPC),HPC,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,..
High income,HIC,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,..
IBRD only,IBD,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,..
IDA & IBRD total,IBT,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,..
IDA blend,IDB,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,..
IDA only,IDX,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,..
IDA total,IDA,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,..
Late-demographic dividend,LTE,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,..
Latin America & Caribbean,LCN,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,..
Latin America & Caribbean (excluding high income),LAC,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,..
Latin America & Caribbean (IDA & IBRD),TLA,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,..
Least developed countries: UN classification,LDC,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,..
Low & middle income,LMY,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,..
Low income,LIC,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,..
Lower middle income,LMC,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,..
Middle East & North Africa,MEA,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,..
Middle East & North Africa (excluding high income),MNA,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,..
Middle East & North Africa (IDA & IBRD),TMN,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,..
Middle income,MIC,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,..
North America,NAC,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,..
OECD members,OED,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,..
Other small states,OSS,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,..
Pacific island small states,PSS,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,..
Post-demographic dividend,PST,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,..
Pre-demographic dividend,PRE,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,..
Small states,SST,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,..
South Asia,SAS,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,..
South Asia (IDA & IBRD),TSA,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,..
Sub-Saharan Africa,SSF,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,..
Sub-Saharan Africa (excluding high income),SSA,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,..
Sub-Saharan Africa (IDA & IBRD),TSS,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,..
Upper middle income,UMC,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,..
World,WLD,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,..,..,..,..,..,..,..
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,Data from database: Gender Statistics,,,,,,,,
,,Last Updated: 06/23/2022,,,,,,,,
