Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2003 [YR2003],2006 [YR2006],2009 [YR2009],2012 [YR2012],2015 [YR2015],2018 [YR2018]
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Afghanistan,AFG,7.485,7.148,6.722,6.18,5.562,4.976,4.473
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Albania,ALB,2.157,1.897,1.704,1.652,1.684,1.677,1.617
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Algeria,DZA,2.514,2.405,2.569,2.799,2.952,3.043,3.023
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,American Samoa,ASM,..,..,..,..,..,..,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Andorra,AND,..,..,1.24,1.19,..,..,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Angola,AGO,6.639,6.533,6.419,6.26,6.039,5.774,5.519
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Antigua and Barbuda,ATG,2.2,2.14,2.048,1.993,1.993,2.003,1.994
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Argentina,ARG,2.542,2.461,2.397,2.355,2.33,2.301,2.261
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Armenia,ARM,1.648,1.645,1.69,1.719,1.725,1.738,1.755
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Aruba,ABW,1.872,1.803,1.765,1.761,1.795,1.854,1.896
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Australia,AUS,1.756,1.748,1.908,1.971,1.92,1.814,1.74
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Austria,AUT,1.36,1.38,1.41,1.39,1.44,1.49,1.47
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Azerbaijan,AZE,2,1.9,1.97,1.82,2,1.94,1.73
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Bahamas, The",BHS,2.073,1.889,1.869,1.877,1.828,1.782,1.752
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Bahrain,BHR,2.795,2.59,2.363,2.197,2.118,2.056,1.987
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Bangladesh,BGD,3.169,2.876,2.604,2.382,2.228,2.12,2.036
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Barbados,BRB,1.775,1.797,1.775,1.711,1.645,1.614,1.619
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belarus,BLR,1.317,1.232,1.335,1.509,1.62,1.724,1.448
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belgium,BEL,1.67,1.67,1.8,1.84,1.8,1.7,1.62
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belize,BLZ,3.601,3.286,2.98,2.749,2.588,2.439,2.307
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Benin,BEN,5.962,5.754,5.576,5.416,5.246,5.047,4.836
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Bermuda,BMU,1.74,1.8,1.76,1.76,1.6,1.4,1.3
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Bhutan,BTN,3.515,3.037,2.679,2.387,2.159,2.037,1.975
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Bolivia,BOL,4.051,3.798,3.533,3.287,3.076,2.886,2.73
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Bosnia and Herzegovina,BIH,1.497,1.33,1.288,1.311,1.313,1.296,1.265
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Botswana,BWA,3.304,3.159,3.066,3.026,3.011,2.968,2.874
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Brazil,BRA,2.3,2.097,1.925,1.818,1.771,1.753,1.73
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,British Virgin Islands,VGB,..,..,..,..,..,..,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Brunei Darussalam,BRN,2.346,2.154,1.969,1.921,1.973,1.947,1.848
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Bulgaria,BGR,1.26,1.26,1.44,1.66,1.5,1.53,1.56
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Burkina Faso,BFA,6.592,6.403,6.192,5.953,5.693,5.436,5.189
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Burundi,BDI,6.92,6.736,6.515,6.267,5.994,5.697,5.41
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cabo Verde,CPV,3.539,3.151,2.839,2.629,2.5,2.385,2.274
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cambodia,KHM,3.805,3.406,3.155,2.947,2.739,2.593,2.503
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cameroon,CMR,5.58,5.431,5.309,5.167,4.984,4.777,4.572
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Canada,CAN,1.51,1.54,1.61,1.68,1.62,1.6,1.5
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cayman Islands,CYM,..,..,..,..,..,..,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Central African Republic,CAF,5.5,5.436,5.353,5.254,5.123,4.941,4.721
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Chad,TCD,7.354,7.212,6.992,6.699,6.372,6.049,5.747
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Channel Islands,CHI,1.526,1.492,1.527,1.578,1.58,1.541,1.51
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Chile,CHL,2.055,1.943,1.901,1.892,1.849,1.75,1.649
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,China,CHN,1.596,1.604,1.615,1.623,1.639,1.665,1.69
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Colombia,COL,2.572,2.395,2.198,2.033,1.93,1.863,1.807
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Comoros,COM,5.384,5.167,4.984,4.813,4.628,4.419,4.205
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Congo, Dem. Rep.",COD,6.751,6.718,6.671,6.587,6.432,6.203,5.919
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Congo, Rep.",COG,4.871,4.846,4.82,4.784,4.712,4.587,4.428
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Costa Rica,CRI,2.363,2.124,1.978,1.903,1.853,1.806,1.754
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cote d'Ivoire,CIV,5.87,5.63,5.376,5.152,4.974,4.813,4.649
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Croatia,HRV,1.39,1.41,1.47,1.5,1.52,1.41,1.47
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cuba,CUB,1.603,1.583,1.576,1.624,1.683,1.674,1.618
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Curacao,CUW,..,..,2.1,2.1,2.2,1.9,1.7
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cyprus,CYP,1.716,1.576,1.498,1.443,1.39,1.354,1.329
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Czech Republic,CZE,1.15,1.18,1.34,1.51,1.45,1.57,1.71
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Denmark,DNK,1.77,1.76,1.85,1.84,1.73,1.71,1.73
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Djibouti,DJI,4.484,4.118,3.739,3.397,3.131,2.912,2.728
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Dominica,DMA,..,1.9,..,..,..,..,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Dominican Republic,DOM,2.839,2.725,2.619,2.528,2.46,2.405,2.346
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Ecuador,ECU,3.102,2.911,2.753,2.643,2.567,2.499,2.427
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Egypt, Arab Rep.",EGY,3.34,3.106,3.013,3.154,3.377,3.436,3.326
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,El Salvador,SLV,3.022,2.691,2.465,2.31,2.187,2.101,2.039
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Equatorial Guinea,GNQ,5.834,5.675,5.498,5.288,5.04,4.774,4.513
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Eritrea,ERI,5.321,5.073,4.881,4.656,4.407,4.217,4.056
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Estonia,EST,1.36,1.37,1.58,1.7,1.56,1.58,1.67
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Eswatini,SWZ,3.915,3.745,3.617,3.421,3.195,3.065,2.99
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Ethiopia,ETH,6.543,6.112,5.667,5.26,4.901,4.565,4.247
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Faroe Islands,FRO,2.6,2.5,2.5,2.4,2.6,2.4,2.5
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Fiji,FJI,3.09,2.944,2.807,2.75,2.773,2.8,2.774
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Finland,FIN,1.73,1.76,1.84,1.86,1.8,1.65,1.41
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,France,FRA,1.89,1.89,2,2,2.01,1.96,1.87
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,French Polynesia,PYF,2.463,2.331,2.217,2.121,2.048,1.99,1.941
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Gabon,GAB,4.533,4.332,4.223,4.164,4.113,4.064,3.969
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Gambia, The",GMB,5.879,5.787,5.696,5.612,5.518,5.39,5.219
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Georgia,GEO,1.608,1.599,1.711,1.866,1.984,2.05,2.06
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Germany,DEU,1.38,1.34,1.33,1.36,1.41,1.5,1.57
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Ghana,GHA,4.826,4.612,4.438,4.311,4.192,4.041,3.87
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Gibraltar,GIB,..,..,..,..,..,..,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Greece,GRC,1.25,1.29,1.4,1.5,1.34,1.33,1.35
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Greenland,GRL,2.329,2.372,2.256,2.359,2.019,2.01,2
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Grenada,GRD,2.582,2.409,2.321,2.262,2.194,2.126,2.063
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Guam,GUM,2.824,2.718,2.598,2.509,2.45,2.383,2.313
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Guatemala,GTM,4.598,4.245,3.833,3.471,3.219,3.029,2.87
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Guinea,GIN,6.082,5.877,5.653,5.417,5.175,4.933,4.7
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Guinea-Bissau,GNB,5.82,5.555,5.312,5.11,4.923,4.708,4.476
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Guyana,GUY,3.017,2.924,2.797,2.684,2.606,2.534,2.462
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Haiti,HTI,4.344,4.029,3.746,3.501,3.288,3.098,2.935
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Honduras,HND,4.237,3.815,3.419,3.063,2.774,2.581,2.46
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Hong Kong SAR, China",HKG,1.032,0.901,0.984,1.055,1.285,1.196,1.072
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Hungary,HUN,1.32,1.27,1.34,1.32,1.34,1.45,1.55
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Iceland,ISL,2.08,1.99,2.08,2.23,2.04,1.8,1.71
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,India,IND,3.311,3.109,2.899,2.661,2.439,2.295,2.222
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Indonesia,IDN,2.512,2.513,2.51,2.492,2.455,2.389,2.311
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Iran, Islamic Rep.",IRN,2.067,1.878,1.812,1.821,1.901,2.041,2.137
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Iraq,IRQ,4.94,4.676,4.48,4.374,4.243,3.972,3.672
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Ireland,IRL,1.89,1.96,1.91,2.06,1.98,1.85,1.75
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Isle of Man,IMN,..,..,..,..,..,..,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Israel,ISR,2.95,2.95,2.88,2.96,3.05,3.09,3.09
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Italy,ITA,1.26,1.29,1.37,1.45,1.43,1.35,1.29
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Jamaica,JAM,2.577,2.439,2.325,2.212,2.102,2.026,1.979
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Japan,JPN,1.359,1.29,1.32,1.37,1.41,1.45,1.42
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Jordan,JOR,4.109,3.977,3.866,3.706,3.436,3.071,2.761
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kazakhstan,KAZ,1.8,2.03,2.36,2.55,2.62,2.74,2.84
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kenya,KEN,5.178,4.979,4.767,4.482,4.123,3.765,3.492
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kiribati,KIR,4.058,3.95,3.895,3.859,3.796,3.692,3.569
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Korea, Dem. People's Rep.",PRK,1.991,1.986,1.966,1.943,1.931,1.922,1.904
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Korea, Rep.",KOR,1.48,1.191,1.132,1.149,1.297,1.239,0.977
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kosovo,XKX,2.95,2.34,2.43,2.34,2.19,2.09,2
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kuwait,KWT,2.845,2.614,2.447,2.291,2.139,2.083,2.082
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kyrgyz Republic,KGZ,2.4,2.5,2.7,2.9,3.2,3.2,3.3
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Lao PDR,LAO,4.311,3.845,3.516,3.234,2.977,2.796,2.667
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Latvia,LVA,1.25,1.32,1.46,1.46,1.44,1.7,1.6
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Lebanon,LBN,2.405,2.142,1.956,1.938,2.038,2.103,2.087
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Lesotho,LSO,3.792,3.616,3.449,3.328,3.265,3.218,3.141
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Liberia,LBR,5.866,5.61,5.338,5.062,4.793,4.54,4.315
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Libya,LBY,2.851,2.609,2.509,2.485,2.447,2.356,2.24
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Liechtenstein,LIE,1.57,1.36,1.43,1.71,1.51,1.4,1.58
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Lithuania,LTU,1.39,1.26,1.33,1.5,1.6,1.7,1.63
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Luxembourg,LUX,1.76,1.62,1.65,1.59,1.57,1.47,1.38
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Macao SAR, China",MAC,0.95,0.86,0.911,1.048,1.161,1.203,1.217
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Madagascar,MDG,5.551,5.24,4.956,4.689,4.442,4.241,4.077
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Malawi,MWI,6.098,6,5.844,5.491,4.988,4.527,4.209
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Malaysia,MYS,2.784,2.438,2.249,2.169,2.11,2.056,2.001
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Maldives,MDV,2.771,2.372,2.262,2.231,2.129,1.991,1.87
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Mali,MLI,6.897,6.842,6.76,6.612,6.396,6.145,5.877
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Malta,MLT,1.68,1.48,1.36,1.42,1.42,1.37,1.23
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Marshall Islands,MHL,..,..,4.5,..,..,..,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Mauritania,MRT,5.413,5.277,5.14,5.019,4.895,4.738,4.561
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Mauritius,MUS,1.99,1.87,1.77,1.59,1.54,1.36,1.41
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Mexico,MEX,2.716,2.579,2.456,2.364,2.294,2.215,2.129
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Micronesia, Fed. Sts.",FSM,4.3,4.007,3.739,3.522,3.347,3.193,3.053
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Moldova,MDA,1.435,1.247,1.227,1.268,1.273,1.261,1.262
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Monaco,MCO,..,..,..,..,..,..,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Mongolia,MNG,2.141,2.087,2.253,2.541,2.794,2.918,2.895
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Montenegro,MNE,1.875,1.852,1.73,1.98,1.72,1.74,1.76
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Morocco,MAR,2.771,2.632,2.553,2.556,2.579,2.524,2.415
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Mozambique,MOZ,5.826,5.768,5.634,5.454,5.264,5.062,4.852
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Myanmar,MMR,2.878,2.763,2.596,2.412,2.274,2.198,2.154
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Namibia,NAM,3.88,3.604,3.56,3.62,3.623,3.54,3.396
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Nauru,NRU,..,..,..,..,..,..,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Nepal,NPL,3.955,3.422,2.986,2.644,2.351,2.098,1.917
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Netherlands,NLD,1.72,1.75,1.72,1.79,1.72,1.66,1.59
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,New Caledonia,NCL,2.59,2.27,2.29,2.2,2.28,2.06,1.97
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,New Zealand,NZL,1.98,1.93,2.01,2.13,2.1,1.99,1.71
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Nicaragua,NIC,3.111,2.874,2.725,2.628,2.55,2.48,2.404
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Niger,NER,7.679,7.645,7.592,7.511,7.376,7.169,6.913
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Nigeria,NGA,6.106,6.036,5.958,5.872,5.758,5.592,5.387
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,North Macedonia,MKD,1.723,1.605,1.46,1.5,1.5,1.49,1.42
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Northern Mariana Islands,MNP,..,..,..,..,..,..,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Norway,NOR,1.85,1.8,1.9,1.98,1.85,1.72,1.56
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Oman,OMN,3.716,3.142,2.904,2.868,2.896,2.939,2.888
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Pakistan,PAK,5.037,4.648,4.31,4.031,3.816,3.66,3.51
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Palau,PLW,1.83,..,..,..,2.23,2.21,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Panama,PAN,2.744,2.679,2.643,2.628,2.601,2.54,2.461
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Papua New Guinea,PNG,4.525,4.368,4.21,4.043,3.869,3.707,3.564
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Paraguay,PRY,3.553,3.21,2.97,2.787,2.625,2.508,2.429
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Peru,PER,2.845,2.723,2.682,2.594,2.441,2.323,2.254
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Philippines,PHL,3.811,3.65,3.429,3.236,3.055,2.805,2.576
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Poland,POL,1.37,1.22,1.27,1.4,1.33,1.32,1.46
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Portugal,PRT,1.55,1.44,1.37,1.34,1.28,1.31,1.42
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Puerto Rico,PRI,2.0485,1.7624,1.7123,1.6528,1.5425,1.3365,1.035
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Qatar,QAT,3.236,2.858,2.433,2.13,1.997,1.929,1.866
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Romania,ROU,1.31,1.3,1.42,1.66,1.52,1.62,1.76
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Russian Federation,RUS,1.195,1.319,1.305,1.542,1.691,1.777,1.579
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Rwanda,RWA,5.64,5.342,5.015,4.641,4.322,4.157,4.044
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Samoa,WSM,4.503,4.454,4.46,4.388,4.212,4.029,3.877
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,San Marino,SMR,..,..,..,..,1.26,..,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sao Tome and Principe,STP,5.176,5.049,4.919,4.776,4.627,4.477,4.321
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Saudi Arabia,SAU,3.971,3.601,3.331,3.066,2.773,2.507,2.319
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Senegal,SEN,5.448,5.232,5.124,5.081,5.005,4.841,4.625
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Serbia,SRB,1.48,1.59,1.43,1.44,1.45,1.46,1.49
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Seychelles,SYC,2.08,2.06,2.11,2.38,2.37,2.31,2.41
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sierra Leone,SLE,6.319,6.067,5.747,5.346,4.923,4.561,4.263
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Singapore,SGP,1.6,1.27,1.28,1.22,1.29,1.24,1.14
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sint Maarten (Dutch part),SXM,..,..,..,1.7,..,..,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Slovak Republic,SVK,1.3,1.2,1.25,1.44,1.34,1.4,1.54
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Slovenia,SVN,1.26,1.2,1.31,1.53,1.58,1.57,1.6
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Solomon Islands,SLB,4.719,4.558,4.44,4.399,4.428,4.459,4.403
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Somalia,SOM,7.627,7.451,7.228,6.961,6.664,6.363,6.072
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,South Africa,ZAF,2.694,2.608,2.607,2.608,2.561,2.484,2.405
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,South Sudan,SSD,6.223,5.969,5.721,5.465,5.197,4.937,4.696
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Spain,ESP,1.22,1.3,1.36,1.38,1.32,1.33,1.26
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sri Lanka,LKA,2.24,2.263,2.278,2.259,2.227,2.213,2.199
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,St. Kitts and Nevis,KNA,..,..,..,..,..,..,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,St. Lucia,LCA,2.202,1.826,1.63,1.555,1.508,1.473,1.436
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,St. Martin (French part),MAF,1.83,1.83,1.82,1.82,1.82,1.81,1.81
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,St. Vincent and the Grenadines,VCT,2.379,2.229,2.149,2.092,2.021,1.953,1.891
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sudan,SDN,5.471,5.268,5.085,4.926,4.771,4.594,4.407
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Suriname,SUR,2.895,2.811,2.717,2.633,2.565,2.494,2.418
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sweden,SWE,1.54,1.71,1.85,1.94,1.91,1.85,1.76
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Switzerland,CHE,1.5,1.39,1.44,1.5,1.52,1.54,1.52
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Syrian Arab Republic,SYR,4.076,3.899,3.762,3.514,3.181,2.94,2.808
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Tajikistan,TJK,3.967,3.703,3.602,3.596,3.608,3.623,3.585
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Tanzania,TZA,5.689,5.659,5.616,5.489,5.287,5.079,4.892
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Thailand,THA,1.671,1.595,1.56,1.545,1.538,1.538,1.525
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Timor-Leste,TLS,6.113,6.137,5.675,5.004,4.497,4.219,4.023
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Togo,TGO,5.419,5.279,5.123,4.936,4.727,4.516,4.32
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Tonga,TON,4.25,4.202,4.104,3.963,3.815,3.678,3.556
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Trinidad and Tobago,TTO,1.753,1.749,1.78,1.804,1.799,1.767,1.725
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Tunisia,TUN,2.142,2.016,1.999,2.095,2.216,2.251,2.197
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Turkey,TUR,2.503,2.353,2.24,2.168,2.126,2.101,2.069
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Turkmenistan,TKM,2.824,2.698,2.653,2.769,2.936,2.93,2.786
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Tuvalu,TUV,..,..,..,..,..,..,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Uganda,UGA,6.866,6.723,6.516,6.227,5.845,5.394,4.955
